word	pos	pron	gw	freq	def	example
lock	noun [C]	/lɑk/		B1	the thing that is used to close a door, window, etc., and that needs a key to open it	I heard someone turn a key in the lock.|safety locks|Thieves got in by smashing the lock off the door.
lock	verb	/lɑk/	WITH KEY	B1	to fasten something with a key, or to be fastened with a key	Don't forget to lock the door when you go out.|If you shut the door, it will lock automatically.
logo	noun [C]	/ˈloʊ.goʊ/		B1	a design or symbol used by a company to advertise its products	a corporate logo
lonely	adjective	/ˈloʊn.li/	PERSON	B1	unhappy because you are not with other people	She gets lonely now that all the kids have left home.|the lonely life of a farmer
long	adverb	/lɔːŋ/	all day long	B1	for the whole day	We've been walking all day long.
long	adverb	/lɔːŋ/	as/so long as	B1	used to say that something must happen before something else can happen	I can come as long as I can leave by 4:00.|Sure, bring your friends too - just so long as I know how many are coming.
long	adverb	/lɔːŋ/	no longer	B1	in the past but not now	The theater is no longer used.|She doesn't work here any longer.
long	adverb	/lɔːŋ/	all day long	B1	for the whole day	We've been walking all day long.
long	adverb	/lɔːŋ/	as/so long as	B1	used to say that something must happen before something else can happen	I can come as long as I can leave by 4.00.|Bring your friends by all means - just so long as I know how many are coming.
long	adverb	/lɔːŋ/	no longer	B1	in the past but not now	The cinema is no longer used.|She doesn't work here any longer.
look	verb	/lʊk/	look like	B1	used to describe the appearance of a person or thing	He looked like a nice guy.|The building looks like a giant lipstick - in fact people call it the lipstick building.
look	verb	/lʊk/	it looks like/as if	B1	used to say that something is likely to happen	It looks as if there'll only be three of us going on Sunday.|It looks like snow.
look	verb	/lʊk/		B1	to visit a place and look at the things in it	It's such a beautiful city, it's a shame we didn't have more time to look around.
look	verb	/lʊk/	HAPPY	B1	to feel happy and excited about something that is going to happen	I'm really looking forward to my vacation.|She was looking forward to seeing the grandchildren again.
look	verb	/lʊk/		B1	something you say when someone is in danger	Look out - there's a car coming!
look	verb	/lʊk/		B1	to try to find a piece of information by looking in a book or on a computer	If you don't know what the word means, look it up in a dictionary.
look	noun	/lʊk/	SEE	B1	when you look at someone or something	She gave him a look of real dislike.|Take a (good) look at this picture and see if you recognize anyone.|Can I have a look at your dictionary?
look	noun	/lʊk/	SEARCH	B1	when you look for someone or something	I had another look for the watch, but couldn't find it.
loose	adjective	/luːs/	CLOTHES	B1	large and not fitting tightly	Wear comfortable, loose clothing to your exercise class.
lose	verb	/luːz/	NOT HAVE	B1	to stop having something that you had before	Many people will lose their jobs if the comapny goes out of business.|He lost his leg in a car accident.|She lost her mother last year.
lose	verb	/luːz/	NOT WIN	B1	to fail to succeed in a game, competition, etc.	If we lose this game, we're out of the championship.|They're losing 3-1.|They lost to the Blue Jays.|Everyone hates losing an argument.|They hadn't lost an election in fifteen years.
lose	verb	/luːz/	HAVE LESS	B1	to have less of something than you had before	I'm trying to lose weight.|He's losing his hair.|She lost a lot of blood in the accident.|to lose your memory/sight
lost	adjective	/lɔːst/	OBJECT	B1	If something is lost, no one knows where it is.	a lost book|Things tend to get lost when you move to a new house.|Lost: a black cat with white paws
lottery	noun [C]	/ˈlɑt̬.ə.ri/		B1	a system for selling numbered tickets to people who then have a chance of winning a prize if their number is chosen	Even if she won the lottery, Paige says she’d still keep her job.
loud	adverb	/lɑʊd/		B1	loudly	Could you speak a little louder, please?
loud	adverb	/lɑʊd/	out loud	B1	If you say or read something out loud, you say or read it so that other people can hear you.	I had to read the essay out loud in front of the whole school.
loudly	adverb	/ˈlɑʊd.li/		B1	in a way that makes a lot of noise	They were all talking loudly.
love	noun	/lʌv/	FRIENDS/FAMILY	B1	when you like a friend or person in your family very much	Nothing is as strong as the love you have for your kids.|"I'm seeing Laura next week." "Oh, please give her my love."
love	noun	/lʌv/	ROMANCE	B1	when you like someone very much and have romantic feelings for them	He's madly in love with her.|She fell in love with her friend's brother.|"I've been seeing him over a year now." "Is it love?"|How's your love life these days?
love	noun	/lʌv/	PERSON	B1	a person that you love and feel attracted to	He was the love of my life.|She was my first love.
lover	noun [C]	/ˈlʌv.ər/	PERSON	B1	If two people are lovers, they have a romantic or physical relationship.	They were friends before they became lovers.
lover	noun [C]	/ˈlʌv.ər/	a book/cat/dog, etc. lover	B1	someone who is very interested in books, cats, dogs, etc.	an opera lover
low	adjective	/loʊ/	NOT HIGH	B1	not high	a low fence|low ceilings|Until I’m a better skier, I’ll stay on the lower slopes.
low	adverb	/loʊ/		B1	at or to a small amount or level	Temperatures can fall as low as -20 degrees.|Can you turn the heat down a bit lower?|That plane is flying awfully low.
luckily	adverb	/ˈlʌk.ə.li/		B1	in a lucky way	Luckily, I had some money with me.
lucky	adjective	/ˈlʌk.i/	GIVING LUCK	B1	If an object is lucky, some people believe that it gives you luck.	I chose six - it's my lucky number.
luxury	noun	/ˈlʌk.ʃə.ri/	COMFORT	B1	great comfort or pleasure from expensive or beautiful things	a luxury cruise|a luxury hotel|to live in luxury
ma'am	noun [U]	/mæm/		B1	a polite way of speaking to a woman	Can I help you, ma’am?
mad	adjective	/mæd/	be mad about sb/sth	B1	to love someone or something	They only met a month ago but he's mad about her.|Jo's mad about skiing.
mad	adjective	/mæd/	ILL	B1	mentally ill	I think I must be going mad.|He went mad with grief.|Do I look like some mad old woman in this hat?
madam	noun	/ˈmæd.əm/	WOMAN	B1	a formal and polite way of speaking to a woman	Can I help you, madam?
magic	adjective	/ˈmædʒ.ɪk/	SPECIAL POWERS	B1	with special powers that make impossible things happen	The witch put a magic spell on the prince and turned him into a frog.|There's no magic solution to the problem.
magnificent	adjective	/mægˈnɪf.ə.sənt/		B1	very good or very beautiful	a magnificent view|They live in a magnificent old house.|He gave a magnificent performance.
mail	verb [T]	/meɪl/		B1	to send a letter or package by mail	Did you remember to mail me that letter / to mail that letter to me?|Please sign the form and mail it to the address below.|I have to get to the post office and mail (off) this package.
main	adjective [always before noun]	/meɪn/	MOST IMPORTANT	B1	most important or largest	The main airport is 15 miles from the capital.|One of the main reasons I came to England was to study the language.|You'll find the main points of my proposal in the report.|Our main goal/objective is to improve the company's productivity.|The main problem in the health care system is lack of resources.
mainly	adverb	/ˈmeɪn.li/		B1	mostly or to a large degree	The waitresses are mainly French.|They argued that the tax will mainly benefit the rich.
make	verb [T]	/meɪk/	CAUSE	B1	to cause something to happen or cause a particular state	What made you change your mind?|He really makes me laugh.|This photograph makes me look about 80!|It makes me so angry when he says that.|This heat makes me very tired.
make	verb [T]	/meɪk/	make sb do sth	B1	to force someone or something to do something	I made him clean his room.|You can't make him go if he doesn't want to.
make	verb [T]	/meɪk/	make up your mind or make your mind up	B1	to make a decision	I haven't made up my mind whether to apply for the job yet.|They couldn't make their minds up about where to go on holiday.
make	verb [T]	/meɪk/	ARRIVE	B1	to manage to arrive at a place	I'm afraid I can't make the meeting this afternoon.|She made it to the airport just in time to catch her plane.
make	verb [T]	/meɪk/	make a face	B1	to show with your face that you do not like someone or something	Joe made a face when he saw what was for lunch.
make	verb [T]	/meɪk/	make friends (with sb)	B1	to begin to know and like someone	He finds it difficult to make friends.|He's made friends with a boy in his class called Alex.
male	adjective	/meɪl/		B1	belonging to or relating to the sex that cannot have babies	a male colleague|a male giraffe|What percentage of the adult male population is unemployed?
mall	noun [C]	/mɔːl/		B1	a large, usually covered, shopping area where cars are not allowed	There are plans to build a new mall in the middle of town.
manage	verb	/ˈmæn.ɪdʒ/	SUCCEED	B1	to do something or deal with something successfully	Did you manage to get any bread?|Anyway, we managed to get there on time.|I only just managed to finish on time.|Will you be able to manage without me?|I can't manage all this work on my own.|Don't worry about us - we'll manage!
manage	verb	/ˈmæn.ɪdʒ/	CONTROL	B1	to be in control of an office, store, team, etc.	She used to manage the bookstore on King Street.|Has Tom had any experience managing large projects?|He has managed the football team for the last five years.
marriage	noun [C or U]	/ˈmær.ɪdʒ/		B1	the legal relationship of a man and a woman being a husband and a wife, or the ceremony where people become a husband and a wife	They had a long and happy marriage.|She went to live abroad after the break-up of her marriage.|She has two daughters by her first marriage.|a marriage certificate
